Name,Lyrics
อย่าทำแบบนี้ไม่ว่ากับใคร,ถ้ามีใครสักคน มองมา เขาคงนึกว่าเรา เป็นคนรักกันด้วยวิธีที่เธอทำ ที่ให้ความสำคัญ จนฉันบางทีก็ยังเผลอเผลอทุกทีที่เธอ มากอด เผลอว่าเธอสุขใจ ที่เราได้เจอเคลิ้มไปตามที่เธอ ทำและเกือบหลงรักเธอ ดีที่รู้ทัน ว่าเธอไม่ได้คิดอะไรอย่าทำอย่างนี้ ไม่ว่ากับใคร เข้าใจไหม ถ้าไม่รัก ไม่ต้องไปทำแบบนี้ให้ใครอย่าทำอย่างนี้ เพราะเขาจะมองว่าเธอน่ะใจร้าย ที่ทำเหมือนเธอให้ใจ แต่มันก็ไม่จริงฉันน่ะมันเข้าใจ เธออยู่ เพราะว่ารู้จักเธอ มาก็เนิ่นนานรู้ว่าเธอไม่เคยคิด ไม่มีวันรักกัน เรามันเพื่อนกัน ก็เลยทำได้แค่เตือนอย่าทำอย่างนี้ ไม่ว่ากับใคร เข้าใจไหม ถ้าไม่รัก ไม่ต้องไปทำแบบนี้ให้ใครอย่าทำอย่างนี้ เพราะเขาจะมองว่าเธอน่ะใจร้าย ที่ทำเหมือนเธอให้ใจ แต่มันก็ไม่จริง
name,"แล้วฉันก็ได้รู้ว่าเธอนั้นสำคัญมากเพียงไร
ฉันความรู้สึกช้าเพราะว่าตอนนี้เธออยู่แสนไกล
คิดถึงเธอทุกครั้งฉันยังคงเสียใจและร้องไห้
ฉันคิดว่าจะไหว แต่เธอรู้ไหมฉันทำไม่ได้

ฉันเพิ่งเข้าใจ โลกที่ไม่มีเธอเป็นอย่างนี้
โปรดกลับมานะคนดี เพราะฉันไม่มีเธอไม่ได้

ความหวาน ในใจฉันเหมือนมันต่ำไป
กลับมารักกันทีได้ไหม ขาดเธอแล้วฉันอยู่ไม่ไหว
คิดถึง เวลาที่มีเธออยู่ใกล้ กลับมาหาฉันทีได้ไหม
เติมความหวานให้ใจฉันที

ไม่รู้ว่าใครคนนั้นเขาจะลืมฉันจริงจริงหรือเปล่า
เขาจะยังเก็บเรื่องราวของเราเอาไว้หรือทำหายไป
ไม่รู้ว่าอ้อมกอดเขาจะรู้สึกเหงาเหมือนฉันหรือไม่
รู้เพียงอ้อมกอดฉันยังรอแต่เขาไม่เคยให้ใคร"
มองได้แต่อย่าชอบ,"ในวันที่เราต้องไกลห่าง ในวันที่เธอนั้นอ้างว้าง
อยากให้รู้ว่ารักไม่เคยห่าง ใจฉันอยู่ข้างข้างเธอ
ในวันที่เราต้องไกลกัน ข้างกายของเธอไม่มีฉัน
เธออาจพบใครใครแล้วไหวหวั่น ขอเธอนั้นอย่าปันหัวใจ

มองได้แต่อย่าชอบ เพราะมันจะทำให้ใจฉันบอบช้ำ
คุยได้แต่อย่านาน อย่าสร้างความผูกพันให้ใจฉันไหวหวั่น
สนิทได้แต่อย่ามาก เดี๋ยวมันจะเกินมากกว่าเป็นเพื่อนกัน
ที่ไม่ได้ และขอไว้นะ คือรักที่ให้ฉันเธออย่าปันให้ใคร

ในวันที่เราต้องไกลห่าง ใจอาจหวั่นไหวและเคว้งควาง
แต่ขอให้รักมั่นคงไม่เหินห่าง ไม่จืดจาง วางใจต่อกัน
ในวันที่เราต้องไกลกัน ข้างกายของเธอไม่มีฉัน
เธออาจพบใครใครแล้วไหวหวั่น ขอเธอนั้นอย่าปันหัวใจ"
name,"เคยแอบคิดเคยแอบฝัน แต่ว่าฉันก็เก็บไว้
สิ่งที่รักสิ่งที่หวัง ในบางครั้งดูห่างไกล

จนวันนึงที่เธอเดินเข้ามา
จากคนแปลกหน้ากลายเป็นคนรู้ใจ
เธอเปลี่ยนแปลงชีวิตฉันใหม่
จากไม่เคยเป็นคนพิเศษของใคร

มงกุฎดอกไม้ ที่เธอให้ฉัน
ทำให้วันที่ธรรมดา ของคนที่ธรรมดา
เหมือนกลายเป็นเจ้าหญิง
ทุกสิ่งช่างสวยงาม ทุกสิ่งช่างแสนดี
ตั้งแต่วันที่ฉันมีเธอ เธอทำได้เจอความรักที่แท้จริง

จะมีเสียงจากใจฉัน ส่งผ่านฝัน
ในวันที่เราต้องไกลห่าง
อย่าอ้างว้าง เพราะใจเราไม่เคยห่างกัน

ตั้งแต่วันที่เธอเดินเข้ามา
จากคนแปลกหน้ากลายเป็นคนรู้ใจ
เธอเปลี่ยนแปลงชีวิตฉันใหม่
จากไม่เคยเป็นคนพิเศษของใคร

มงกุฎดอกไม้ ที่เธอให้ฉัน
ทำให้วันที่ธรรมดา ของคนที่ธรรมดา
เหมือนกลายเป็นเจ้าหญิง
ทุกสิ่งช่างสวยงาม ทุกสิ่งช่างแสนดี
ตั้งแต่วันที่ฉันมีเธอ เธอทำได้เจอความรักที่แท้จริง

ขอบคุณในการเดินทางที่ยิ่งใหญ่
ขอบคุณทุกๆ ความรักที่เธอนั้นมีให้

มงกุฎดอกไม้ ที่เธอให้ฉัน
ทำให้วันที่ธรรมดา ของคนที่ธรรมดา
เหมือนกลายเป็นเจ้าหญิง
ทุกสิ่งช่างสวยงาม ทุกสิ่งช่างแสนดี
ตั้งแต่วันที่ฉันมีเธอ เธอทำได้เจอความรักที่แท้จริง

มงกุฎดอกไม้ ที่เธอให้ฉัน
ทำให้วันที่ธรรมดา ของคนที่ธรรมดา
เหมือนกลายเป็นเจ้าหญิง
ทุกสิ่งช่างสวยงาม ทุกสิ่งช่างแสนดี
ตั้งแต่วันที่ฉันมีเธอ เธอทำได้เจอความรักที่แท้จริง
ที่แท้จริง ที่แท้จริง"
อยากบอกรัก,"ฉันเองก็งง ไม่เคยเป็นแบบนี้เลย ถามคนที่เคย เขาว่ามันคือความรัก
พบกันไม่นาน แล้วเราก็ห่างหายกันสักพัก หันไปทางไหน ก็เห็นหน้าเธอคนเดียว

ยิ่งดึกยิ่งเหงา จะกี่โมงก็ยังไม่นอน เมื่อมีเธอเป็นภาพสะท้อน ติดอยู่ในใจ

ถ้ามันคือความคิดถึง ฉันเองก็คงคิดถึง ถ้ามันคือความลึกซึ้ง ก็ลึกสุดสุดหัวใจ
ถ้ามันคือรักจริงจริง ก็คงจะรักมากมาย เฝ้ารอคนอยู่ไกลไกลจะย้อนมา มาหากัน

ไม่เคยสัญญา ไม่เคยพูดว่ารักเลย หัวใจเจ้าเอย ไม่เคยคิดไกลกว่านั้น
ไม่ทันเท่าไร ก็เผลอก็ห่วงหาก็ผูกพัน ถึงคราวห่างกัน เพิ่งรู้หัวใจตัวเอง

ถ้ามันคือความคิดถึง ฉันเองก็คงคิดถึง ถ้ามันคือความลึกซึ้ง ก็ลึกสุดสุดหัวใจ
ถ้ามันคือรักจริงจริง ก็คงจะรักมากมาย เฝ้ารอคนอยู่ไกลไกลจะย้อนมา
ถ้ามันคือความคิดถึง ฉันเองก็คงคิดถึง ถ้ามันคือความลึกซึ้ง ก็ลึกสุดสุดหัวใจ
ถ้ามันคือรักจริงจริง ก็คงจะรักมากมาย เฝ้ารอคนอยู่ไกลไกล จะย้อนมา บอกรักกัน"
ไม่มีอยู่ในชีวิตแต่อยู่ในหัวใจ,"กว่าจะผ่านจะพ้นวันเวลา ที่จะยอมรับว่าไม่มีเธอ
มันหนักหนามันช่างยากเย็น
ต้องเอาความเป็นทุกข์ สร้างเป็นพลัง
เปลี่ยนเอาความผิดหวัง เป็นกำลังใจ
ต้องเอาความคิดถึงที่มี ผลักดันไม่ให้ท้อใจ

เก็บทุกอย่างกลับมาวางตามเดิม
เอาข้าวของและรูปเธอคืนมา มาวางไว้ ที่เดิมนั้น
ให้ได้มองไปแล้ว เหมือนยังมีเธอ
ให้มองไปแล้วเหมือนว่าเธอยังอยู่
ต่อชีวิตให้ก้าวไป ให้หายใจไปวันวัน

ทุกทุกการเดินทางของฉัน ฉันรู้จะมีเธอมองดูไกลไกล
จะดีจะร้ายจะล้ม จะลุกขึ้นเดินต่อไป
ถึงแม้บางครั้งจะเงียบเหงา ฉันไม่เคยเดียวดาย
แค่มองรูปเธอก็พอชื่นใจ

ถึงแม้เธอจะไม่อยู่ในชีวิตฉัน แต่เธออยู่ในหัวใจ
เธอมีความหมายเหลือเกินกับฉันในวันอ่อนไหว
เวลาที่เธออยู่กับฉัน แม้มันจะสั้นเกินไป
แต่ฉันดีใจที่ได้รักเธอ ได้พบกับเธอ

กว่าจะผ่านจากวันเดือนเป็นปี ฉันเพิ่งรู้ว่าทุกวินาที
มันเชื่องช้า เมื่อขาดเธอ
แต่ก็ทำให้ฉันได้คิดทบทวน สิ่งดีดีที่ได้ทำตอนเธออยู่
ช่วงเวลาที่แสนดี ที่ไม่มีทางคืนมา

ทุกทุกการเดินทางของฉัน ฉันรู้จะมีเธอมองดูไกลไกล
จะดีจะร้ายจะล้ม จะลุกขึ้นเดินต่อไป
ถึงแม้บางครั้งจะเงียบเหงา ฉันไม่เคยเดียวดาย
แค่มองรูปเธอก็พอชื่นใจ

ถึงแม้เธอจะไม่อยู่ในชีวิตฉัน แต่เธออยู่ในหัวใจ
เธอมีความหมายเหลือเกินกับฉันในวันอ่อนไหว
เวลาที่เธออยู่กับฉัน แม้มันจะสั้นเกินไป
แต่ฉันดีใจที่ได้รักเธอ ได้พบกับเธอ"
ไม่ใช่เรื่องที่ขอ,"ขอบคุณที่เธออยู่ ขอบคุณที่ไม่ห่าง
ไม่รู้ที่เป็นอย่างนี้ เพราะว่าในวันนั้น
ฉันขอเธอไว้หรือเปล่า

ขอบคุณที่เธอจูบ ขอบคุณที่เธอกอด
ไม่รู้ว่ารอยจูบนี้ ไม่รู้ว่าอ้อมกอดมี
เพราะฉันขอหรือเปล่า

ฉันขอเธอมากมายที่ผ่านมา จนได้รู้ว่าเรื่องนี้

ไม่ใช่เรื่องที่จะขอกันฉันเข้าใจ
ไม่ใช่เรื่องที่จะขอแล้วให้กันได้
ฉันคงไม่อาจรั้งเธอ
ถ้าสุดท้ายเธอต้องการจะไป
แค่ครั้งหนึ่งได้มีเธออย่างที่เคยมี
ก็มากเกินกว่าจะขออะไรมากกว่านี้
เพียงเรื่องเดียวที่จะขอเธอในวันนี้
คือทบทวนดูอีกทีก่อนจะไป

คิดถึงเมื่อวันเก่า คิดถึงเมื่อวันก่อน
คิดถึงใครคนนั้น
คนที่เคยดึงฉันเข้ามาไว้ในอ้อมกอด

ฉันขอเธอมากมายที่ผ่านมา จนได้รู้ว่าเรื่องนี้

ไม่ใช่เรื่องที่จะขอกันฉันเข้าใจ
ไม่ใช่เรื่องที่จะขอแล้วให้กันได้
ฉันคงไม่อาจรั้งเธอ
ถ้าสุดท้ายเธอต้องการจะไป
แค่ครั้งหนึ่งได้มีเธออย่างที่เคยมี
ก็มากเกินกว่าจะขออะไรมากกว่านี้
เพียงเรื่องเดียวที่จะขอเธอในวันนี้
คือทบทวนดูอีกทีก่อนจะไป

ไม่ใช่เรื่องที่จะขอกันฉันเข้าใจ
ไม่ใช่เรื่องที่จะขอแล้วให้กันได้
ฉันคงไม่อาจรั้งเธอ
ถ้าสุดท้ายเธอต้องการจะไป
แค่ครั้งหนึ่งได้มีเธออย่างที่เคยมี
ก็มากเกินกว่าจะขออะไรมากกว่านี้
เพียงเรื่องเดียวที่จะขอเธอในวันนี้
คือทบทวนดูอีกทีก่อนจะไป"
name,"อย่ามองมาได้ไหม หยุดส่งยิ้มได้ไหม เก็บเอาไว้ไกลไกลอย่างเดิม
เธอจะรู้บ้างไหม แค่อะไรเล็กเล็ก ทำให้คิดยังไงกับเธอ

เพราะทุกทีที่เธอ กระเถิบมาใกล้กัน ใจฉันก็ลอย ที่เห็นเธอคอย สบตากับฉันอย่างนั้น

ขอได้ไหมเธออย่ามาใกล้ฉันเลย ขอได้ไหมเขยิบออกไปนิดเลย
เขินฉันเขินจนเกินจะเก็บแล้วเธอ ก่อนจะเผลอจนฉันอาจพูดบางคำออกไป
ขอได้ไหมเธออย่ามาใกล้ฉันเลย ขอได้ไหมเขยิบออกไปนิดเลย
เขินฉันเขินจนเกินจะเก็บแล้วเธอ กลัวเธอรู้ว่าความจริงว่าฉันนั้นคิดอย่างไร

อย่าเฉียดมาได้ไหม หยุดตรงนั้นได้ไหม อย่าแกล้งฉันเล่นเล่นอยู่เลย
เธอไม่รู้ใช่ไหม แค่เธอมองเฉยเฉย ฉันก็เคลิ้มไปไกลเท่าไร"
เธอคือใคร,"ชั่วชีวิตที่เคยรักใคร ไม่เคยล้อเล่นกับหัวใจ
แต่ว่าทุกคน เข้ามาคบกัน ไม่นานเขาก็ไป
แต่ละครั้งก็คอยทุ่มเท แต่สุดท้ายก็ยังเสียใจ
เจ็บจนคุ้นเคย แต่ไม่ชอบเลย ที่ต้องไม่เหลือใคร

ดั่งฟ้า จะแค่เพียงต้องการแกล้งกัน
ให้ฉัน ต้องพบเจอแต่เจ็บความช้ำใจ
จนไม่รู้ ว่ารักแท้หน้าตาเป็นเช่นไร
ก็ยังไม่พบเจอใคร ที่รักกันจริงสักที

จะมีไหมซักคน มาเปลี่ยนชีวิตของฉัน เธอคือใคร
ที่จะรักจริง ไม่ทอดทิ้งกัน อยากจะรู้
จะมีไหมซักใจ จะได้เจอะเจอ อยากรู้เธอคือใคร
ที่จะเป็นรักสุดท้าย ของฉันจริงๆสักที

อยากจะพบสักคนที่เข้าใจ ไม่ต้องพร้อมต้องดีมากมาย
อาจจะเถียงกัน อาจทะเลาะกัน เขายังไม่ไปไหน
อยากจะพบสักใจที่เข้ากัน อยู่กับฉันรักกันเรื่อยไป
อย่าแค่แวะมา ฝากแค่น้ำตา ให้ค้างคาในหัวใจ

ดั่งฟ้า จะแค่เพียงต้องการแกล้งกัน
ให้ฉัน ต้องพบเจอแต่เจ็บความช้ำใจ
จนไม่รู้ว่า รักแท้หน้าตาเป็นเช่นไร
ก็ยังไม่พบเจอใคร ที่รักกันจริงสักที"
เธอคือของขวัญที่ดีที่สุด,"ทุกวันลืมตาขึ้นมา เธอเหมือนกาแฟในตอนเช้า
ยิ้มเธอเปลี่ยนใจที่เหงา เธอเหมือนน้ำตาลคอยเติมความสดใส
แค่เพียงที่ได้เจอ ชีวิตฉันดีขึ้นมากแค่ไหน
ถ้าหากมันจะเหตุผลอะไร ก็คงเป็นเพราะเธอ

เธอเหมือนดาวที่มาจากฟ้า โน้มตัวลงมาอยู่ตรงหน้าฉัน
ไม่ใช่แค่ในฝัน

อยากจะตกหลุมรักเธอไปทุกวัน เธอเป็นดังของขวัญที่ฟ้าส่งมา
เธอคือเรื่องราวที่ดีสุด คนที่ใจฉันนั้นจะขอหยุดไว้
เธอคือคนเดียวและคนสุดท้าย

ถามกัน กับคำเดิมๆ ดูหนังหรือกินอะไรวันนี้
หอมเธอที่แก้มอีกที
แม้คำจะซ้ำ คืนวันจะซ้ำ เรื่องราวจะซ้ำ
มันจะวนจะนานจะซ้ำเท่าไร ก็ใหม่อยู่เหมือนเดิม

เธอเหมือนดาวที่มาจากฟ้า โน้มตัวลงมาอยู่ตรงหน้าฉัน
ไม่ใช่แค่ในฝัน

อยากจะตกหลุมรักเธอไปทุกวัน เธอเป็นดังของขวัญที่ฟ้าส่งมา
เธอคือเรื่องราวที่ดีสุด คนที่ใจฉันนั้นจะขอหยุดไว้
เธอคือคนเดียวและคนสุดท้าย

อยากจะตกหลุมรักเธอไปทุกวัน เธอเป็นดังของขวัญที่ฟ้าส่งมา
เธอคือเรื่องราวที่ดีสุด คนที่ใจฉันนั้นจะขอหยุดไว้ ขอกอดไว้

อยากจะตกหลุมรักเธอไปทุกวัน เธอเป็นดังของขวัญที่ฟ้าส่งมา
เธอคือเรื่องราวที่ดีสุด คนที่ใจฉันนั้นจะขอหยุดไว้
เธอคือคนเดียวและคนสุดท้าย

เพียงเธอคนเดียวและคนสุดท้าย
เธอคือของขวัญที่ดีที่สุด"
แผลเป็น (Scar),"กาลครั้งหนึ่ง ซึ่งเธออาจลืมไปแล้วว่าในครั้งหนึ่ง
เคยรักเคยผูกพันกับใคร ใครสักคน แต่ด้วยเวลาที่ผ่านพ้นไป อาจจะทำให้เธอลืมเขา

แต่เขายังรักเธออยู่ ยังคิดถึงอยู่ ถึงรู้ว่าเธอไม่คิดถึงเขาอีกแล้ว
ยังมองหาเธออยู่ ทุกครั้งที่ผ่าน ที่เดิมที่เธอกับเขาคู่กัน

เพราะเขายังคงเก็บไว้ เหมือนเธอไม่เคยไปไหน
แผลเป็นมันยังไม่หาย หัวใจยังเก็บเอาไว้ ก็เพียงแค่ภาพเธอ
อยู่ไหน ตอนนี้เธออยู่ที่ไหน แผลเดิมที่เธอทำร้ายหัวใจ
มันยังคอยย้ำว่าเขารักเธอเหลือเกิน

คนแค่คนหนึ่ง อาจฝากรอยแผลเอาไว้ที่ใจของคนหนึ่ง
และแม้จะพยายามรักษา ให้หายดี แต่ต่อให้นานพ้นไปกี่ปี ก็ยังทิ้งร่องรอยเอาไว้

ให้เขายังรักเธออยู่ ยังคิดถึงอยู่ ถึงรู้ว่าเธอไม่คิดถึงเขาอีกแล้ว
ยังมองหาเธออยู่ ทุกครั้งที่ผ่าน ที่เดิมที่เธอกับเขาคู่กัน

เพราะเขายังคงเก็บเอาไว้ เหมือนเธอไม่เคยไปไหน
แผลเป็นมันยังไม่หาย หัวใจยังเก็บเอาไว้ ก็เพียงแค่ภาพเธอ
อยู่ไหน ตอนนี้เธออยู่ที่ไหน แผลเดิมที่เธอทำร้ายหัวใจ
มันยังคอยย้ำว่าเขารักเธอ

ยังเก็บไว้ เหมือนเธอไม่เคยไปไหน
แผลเป็นมันยังไม่หาย หัวใจยังเก็บเอาไว้ ก็เพียงแค่ภาพเธอ
อยู่ไหน ตอนนี้เธออยู่ที่ไหน แผลเดิมที่เธอทำร้ายหัวใจ
มันยังคอยย้ำว่าเขารักเธอเหลือเกิน"
อย่าบอก,"ไม่จำเป็นต้องอธิบายอะไร ก็ได้
เก็บคำพูดที่มีเหล่านั้นในใจ

ไม่ต้องพยายามแสดงว่าเธอเสียใจ ก็ได้
เก็บความรู้สึกที่มีไว้

เพราะ ที่เธอกำลังบอกฉัน ที่แสดงอาการเหล่านั้น
คือการบอกฉันว่าเธอต้องไป

อย่าบอกว่าเธอเสียใจ
คนที่เสียใจวันนี้ต้องเป็นฉัน
อย่าเสียเวลาฟูมฟายแทนกัน
เธอยังมีเขารออยู่
คนที่ต้องเสียใจถึงเมื่อไรก็ไม่รู้ คือฉันไม่ใช่เธอ

แค่เธอเดินจากไปกับเขาเลย ก็ได้
บอกกับฉันคำเดียวว่าเธอจะไป
ไม่ต้องสาธยายว่ารู้สึกผิดแค่ไหน ก็ได้
มันไม่มีประโยชน์อะไร

เพราะ ที่เธอกำลังบอกฉัน ที่แสดงอาการเหล่านั้น
คือการบอกฉันว่าเธอต้องไป

อย่าบอกว่าเธอเสียใจ
คนที่เสียใจวันนี้ต้องเป็นฉัน
อย่าเสียเวลาฟูมฟายแทนกัน
เธอยังมีเขารออยู่
คนที่ต้องเสียใจถึงเมื่อไรก็ไม่รู้

อย่าบอกว่าเธอเสียใจ
คนที่เสียใจวันนี้ต้องเป็นฉัน
อย่าเสียเวลาฟูมฟายแทนกัน
เธอยังมีเขารออยู่
คนที่ต้องเสียใจถึงเมื่อไรก็ไม่รู้ คือฉันไม่ใช่เธอ"
อยู่นี่ไง,"สิ่งหนึ่งที่ยังตามหามานาน
แค่สิ่งเดียวที่ฉันต้องการ
สุขจริงจริง ข้างในจิตใจ

อาจอาจจะเป็นสิ่งของบางอย่าง
กว่าจะเจอคงต้องเดินทาง
แต่ก็ยังไม่พบ ไม่รู้ว่าอยู่ที่ใคร

ใช้เวลามากมายตามหามานานเท่าไหร่
สุดท้ายแค่มองกลับมา ก็รู้แล้วว่าอยู่ที่ไหน

อยู่ตรงนี้ไง อยู่ตรงนี้ที่เราใกล้กัน
ที่ที่ฉันเฝ้ารอนับวันจะได้กลับมาเจออีกครั้งเสมอ

อยู่ตรงนี้ไง อยู่ตรงนี้ที่ฉันมีเธอ
ที่เคยหาตั้งนานไม่เจอ ได้พบว่าอยู่ข้างฉัน
ความสุขที่มีเธอไปด้วยกัน เท่านั้นก็พอ

อาจอาจจะเป็นคำพูดบางคำ
บอกกับฉันในวันที่ช้ำ
ได้มีคนที่รัก แค่คนหนึ่งที่เข้าใจ

ใช้เวลามากมายตามหามานานเท่าไหร่
สุดท้ายแค่มองกลับมา ก็รู้แล้วว่าอยู่ที่ไหน

อยู่ตรงนี้ไง อยู่ตรงนี้ที่เราใกล้กัน
ที่ที่ฉันเฝ้ารอนับวันจะได้กลับมาเจออีกครั้งเสมอ

อยู่ตรงนี้ไง อยู่ตรงนี้ที่ฉันมีเธอ
ที่เคยหาตั้งนานไม่เจอ ได้พบว่าอยู่ข้างฉัน
ความสุขที่มีเธอไปด้วยกัน เท่านั้นก็พอ

เท่านั้นก็พอ"
พลีส (Please),"รู้ฉันรู้ยังไงก็คงไม่ต่าง
รู้ฉันรู้ยังไงเธอก็เลือกเขา
รู้ถึงฉันขอร้องยังไง เธอคงต้องลืมเรื่องของเรา
เพราะว่าเขาดีกว่า เพราะเขาสำคัญกว่า

รู้เธอมีเหตุผลอะไรสักอย่าง
ที่ทำให้เธอไม่คิดจะอยู่กับฉัน
อาจเป็นเพราะเธอแค่เหงาใจในวันที่เราพบกัน
เธอแค่มีความสุข แต่ว่าเธอไม่ได้รักกัน

แต่ฉันรัก รักเธอไปแล้วทั้งใจ
รู้ฉันรู้ว่าเธอต้องไป
แต่อยากจะขอร้องเธออีกครั้ง

โปรดรักฉันรักฉันเถอะนะ จะไม่ทำให้เธอเสียใจ
รู้ฉันสู้เขาไม่ไหว เทียบกับใครที่เธอมี
แต่เลือกฉันเลือกฉันได้ไหม ฉันจะดูแลเธอให้ดี
โปรดถามใจเธออีกที เพราะทั้งใจฉันมันยังมีแค่เธอ

รู้ว่าระหว่างเรานั้นมีบางอย่าง
ฉันรู้ว่าใจหนึ่งเธอก็ยังมีฉัน
รู้ทุกครั้งที่เรามองตา
ยังทำให้ใจของเธอสั่น
ทุกอย่างที่ผ่านมานั้นมันคือเรื่องจริง

เพราะฉันรัก รักเธอไปแล้วทั้งใจ
รู้ฉันรู้ว่าเธอต้องไป
แต่อยากจะขอร้องเธออีกครั้ง

ยังมีแค่เธอ

โปรดรักฉันรักฉันเถอะนะ จะไม่ทำให้เธอเสียใจ
รู้ฉันสู้เขาไม่ไหว เทียบกับใครที่เธอมี

แต่รักฉันรักฉันเถอะนะ จะไม่ทำให้เธอเสียใจ
รู้ฉันสู้เขาไม่ไหว เทียบกับใครที่เธอมี
แต่เลือกฉันเลือกฉันได้ไหม ฉันจะดูแลเธอให้ดี
โปรดถามใจเธออีกที เพราะทั้งใจฉันมันยังมีแค่เธอ

เพราะทั้งใจฉันมีแค่เธอ"
ทางของฝุ่น (Dust),"อย่าให้ฉันรั้ง เธอไว้เลย
จากตรงนี้ยังอีกไกล ยังมีฝันที่เธอต้องไขว่ ต้องคว้า
อย่าจมอยู่กับฉันเลย จากตรงนี้ ไม่มีฉันมันคงดีกว่า

และวันนี้ฉันเดินมาส่ง ด้วยน้ำตาฉันเดินมาส่ง
ให้เธอเจอทางที่ดี ฉันจะคอยมองจากตรงนี้

และที่เธอเห็นแค่ฝุ่นมันเข้าตา ฉันไม่ได้ร้องไห้
อย่ามองกลับมา อย่าห่วงว่าฉันจะเสียใจ
ที่ผ่านมาได้รักกัน เท่านั้นก็ดีแค่ไหน
อย่ากังวลฉันไม่เป็นไร แค่ขอให้เธอไปได้ดีกับทางของเธอ

ต่างคนก็รู้ เรารู้ดีคนๆนี้มีไม่พอ ที่จะทำให้เธอเป็นสุขอย่างนั้น
เธอควรได้เจอทางที่ดี วันพรุ่งนี้เธอต้องเจอคนที่ดีกว่า

แค่ขอให้เธอไปได้ดีกับทางของเธอ ให้ได้เจอกับสิ่งที่เธอเคยฝัน
ฉันคนนี้มีไม่พอที่จะพาเธอไปตรงนั้น ฉันจะยอมปล่อยไป ไม่เป็นไรอย่าห่วง

ทางของเธอ"
คนสุดท้าย,"ไม่เคยมีใจให้ใครมาก่อน ไม่เคยอ่อนให้ความรักเลย
จะมีใครใคร มากมายคุ้นเคย แต่ไม่เคยมีใครอย่างเธอ

ฉันเคยบอกกับเธอหรือยัง ว่าเธอมีความหมายเพียงใด กับคนที่ใจมันด้านชา
ฉันเคยบอกกับเธอหรือยัง จากวันนี้และทุกเวลา จะมีแต่คำว่ารักเธอ

จากฉันคนเดิม จากรักไม่เป็น จะขอเป็นคนที่รักเธอยิ่งกว่าคนไหนไหน
จากนี้คือเธอ จากนี้จนวันตาย เธอคือสุดท้ายของทั้งชีวิตและหัวใจ

ไม่ว่าวันไหน ไม่ว่าเมื่อไร ฉันรักเธอ"
เธอปันใจ,"หัวใจ สลาย
เมื่อเธอเดินไป กับเขา
ไม่คำนึง ถึง เรื่องราว
ที่ เราต่างคนเคย สร้าง มา
ประโยชน์ อันใด
ที่ เธอจะคืน กลับมา
อย่าห่วงใย และเวทนา
เหมือนกลัว ว่าฉัน จะตาย

ถ้าจะมา ไม่มา ทั้งใจ
ก็กลับไป เสียดีกว่า
ครึ่งกลาง ค้างคา เอามา ให้ใคร
ไม่รักไม่ว่า แต่อย่า สงสาร
ไม่เคยต้องการ คนมาเห็นใจ
ยังไม่ตาย ก็อยู่กันไป ก็เท่านั้น
หากอยู่กับเขา
อย่ามีเยื่อใย กับฉัน
เขาจะเจ็บ และช้ำพอกัน
ถ้ารู้ว่าเธอ ปันใจ

ถ้าจะมา ไม่มา ทั้งใจ
ก็กลับไป เสียดีกว่า
ครึ่งกลาง ค้างคา เอามา ให้ใคร
ไม่รักไม่ว่า แต่อย่า สงสาร
ไม่เคยต้องการ คนมาเห็นใจ
ยังไม่ตาย ก็อยู่กันไป ก็เท่านั้น
หากอยู่กับเขา
อย่ามีเยื่อใย กับฉัน
อยากให้เธอ รัก เขานาน ๆ
ที่มัน ผ่านมาให้ แล้วไป
อย่าแบ่งใจมา จะรักเขาแล้ว
จงคง มั่น เขาจะเจ็บ
และช้ำ พอกัน
เมื่อรู้ว่าเธอ ปัน ใจ
แสนจะเจ็บ และช้ำ ไปนาน
เมื่อ รู้ ว่าเธอ ปัน ใจ"
